id,center_x,center_y,time,x,y,w,h
134,1386,735,226,1368.0,717.0,37.0,36.0
145,448,831,226,439.0,813.0,18.0,37.0
148,312,305,226,289.0,281.0,46.0,49.0
84,649,768,226,630.0,737.0,38.0,62.0
222,770,882,226,751.0,869.0,39.0,27.0
118,1184,629,226,1162.0,613.0,45.0,33.0
29,946,1031,226,917.0,1018.0,58.0,27.0
165,261,867,226,245.0,840.0,32.0,54.0
144,492,1031,226,467.0,1022.0,50.0,18.0
305,120,1061,226,98.0,1046.0,44.0,30.0
110,214,669,226,198.0,649.0,32.0,41.0
134,1386,735,227,1368.0,716.0,36.0,38.0
118,1183,630,227,1161.0,615.0,44.0,31.0
29,945,1031,227,917.0,1018.0,56.0,27.0
122,968,851,227,955.0,837.0,27.0,28.0
305,120,1056,227,99.0,1038.0,43.0,37.0
84,648,768,227,629.0,737.0,39.0,62.0
120,226,430,227,212.0,409.0,29.0,42.0
144,490,1031,227,466.0,1023.0,49.0,17.0
222,770,882,227,751.0,869.0,39.0,27.0
165,204,893,227,192.0,881.0,24.0,25.0
110,213,669,227,198.0,649.0,31.0,41.0
148,312,305,227,289.0,282.0,47.0,47.0
122,968,850,228,955.0,836.0,27.0,29.0
120,222,430,228,204.0,409.0,37.0,43.0
84,648,767,228,629.0,736.0,39.0,63.0
118,1182,630,228,1160.0,615.0,45.0,31.0
165,265,867,228,245.0,840.0,40.0,54.0
110,214,669,228,198.0,649.0,32.0,40.0
148,312,305,228,289.0,281.0,46.0,48.0
305,120,1061,228,99.0,1046.0,43.0,30.0
222,770,882,228,751.0,868.0,39.0,28.0
29,944,1031,228,916.0,1018.0,57.0,27.0
144,490,1031,228,465.0,1022.0,50.0,18.0
134,1382,734,228,1368.0,714.0,28.0,40.0
222,771,885,229,751.0,868.0,40.0,34.0
122,968,850,229,955.0,836.0,27.0,29.0
120,222,430,229,202.0,409.0,40.0,43.0
84,649,767,229,630.0,736.0,38.0,63.0
165,264,867,229,245.0,840.0,39.0,54.0
29,947,1032,229,923.0,1018.0,49.0,28.0
110,213,669,229,198.0,650.0,31.0,39.0
148,312,305,229,289.0,281.0,46.0,48.0
305,120,1061,229,100.0,1046.0,40.0,30.0
144,487,1031,229,462.0,1022.0,51.0,18.0
134,1382,733,229,1368.0,713.0,28.0,41.0
305,120,1060,230,100.0,1046.0,40.0,29.0
29,950,1031,230,930.0,1017.0,40.0,29.0
222,832,875,230,824.0,859.0,17.0,33.0
122,968,850,230,955.0,836.0,27.0,29.0
84,648,767,230,629.0,735.0,39.0,65.0
144,487,1031,230,462.0,1022.0,50.0,18.0
118,1181,633,230,1159.0,618.0,45.0,31.0
148,312,305,230,290.0,281.0,44.0,48.0
165,204,893,230,193.0,881.0,23.0,25.0
120,222,430,230,202.0,409.0,40.0,43.0
134,1381,729,230,1368.0,710.0,26.0,39.0
110,214,669,230,198.0,649.0,33.0,40.0
122,969,850,231,956.0,836.0,26.0,29.0
165,204,893,231,193.0,881.0,23.0,25.0
120,222,430,231,202.0,409.0,40.0,43.0
118,1180,634,231,1158.0,619.0,45.0,31.0
305,122,1060,231,103.0,1046.0,38.0,29.0
222,834,875,231,824.0,859.0,21.0,33.0
144,487,1031,231,463.0,1022.0,48.0,18.0
134,1381,728,231,1368.0,708.0,26.0,40.0
148,311,305,231,290.0,281.0,43.0,48.0
29,949,1034,231,930.0,1016.0,38.0,36.0
110,214,668,231,198.0,649.0,33.0,39.0
120,222,431,232,202.0,409.0,40.0,44.0
29,948,1033,232,929.0,1016.0,39.0,35.0
165,204,893,232,193.0,881.0,23.0,25.0
222,771,881,232,751.0,867.0,40.0,29.0
144,485,1031,232,461.0,1022.0,49.0,18.0
134,1380,727,232,1368.0,706.0,25.0,42.0
148,311,305,232,290.0,281.0,43.0,48.0
118,1180,634,232,1157.0,619.0,46.0,31.0
110,213,668,232,198.0,649.0,31.0,38.0
305,123,1060,232,105.0,1045.0,36.0,30.0
134,1380,727,233,1368.0,705.0,24.0,44.0
144,484,1030,233,461.0,1022.0,47.0,17.0
120,222,431,233,202.0,409.0,40.0,44.0
29,947,1034,233,928.0,1016.0,39.0,36.0
305,124,1059,233,107.0,1044.0,34.0,31.0
110,214,668,233,198.0,650.0,33.0,37.0
222,771,881,233,751.0,867.0,40.0,29.0
165,265,867,233,245.0,840.0,40.0,54.0
118,1178,635,233,1155.0,620.0,47.0,31.0
148,311,305,233,290.0,282.0,43.0,47.0
29,948,1034,234,931.0,1015.0,34.0,38.0
305,124,1059,234,108.0,1044.0,33.0,31.0
148,311,305,234,290.0,282.0,42.0,46.0
222,764,888,234,737.0,867.0,55.0,42.0
120,222,430,234,202.0,410.0,40.0,41.0
110,214,668,234,198.0,650.0,33.0,37.0
165,204,893,234,192.0,881.0,24.0,25.0
118,1177,635,234,1154.0,620.0,47.0,31.0
144,483,1031,234,460.0,1023.0,46.0,17.0
134,1380,726,234,1368.0,704.0,24.0,44.0
29,948,1033,235,931.0,1015.0,34.0,37.0
120,221,429,235,202.0,409.0,39.0,41.0
110,213,668,235,198.0,650.0,31.0,36.0
148,311,305,235,290.0,282.0,42.0,46.0
305,125,1059,235,109.0,1044.0,32.0,31.0
134,1380,724,235,1368.0,701.0,24.0,47.0
165,204,893,235,192.0,881.0,24.0,25.0
144,482,1031,235,460.0,1022.0,45.0,18.0
222,764,888,235,737.0,867.0,55.0,42.0
118,1176,635,235,1153.0,620.0,47.0,31.0
110,214,665,236,198.0,643.0,33.0,44.0
29,949,1034,236,932.0,1015.0,34.0,38.0
165,204,893,236,192.0,881.0,24.0,25.0
305,125,1059,236,110.0,1043.0,30.0,32.0
120,222,430,236,203.0,409.0,38.0,42.0
144,480,1032,236,457.0,1023.0,47.0,18.0
148,310,304,236,290.0,282.0,41.0,45.0
222,831,873,236,821.0,855.0,20.0,37.0
222,759,893,237,738.0,877.0,43.0,32.0
120,222,430,237,203.0,409.0,38.0,42.0
110,214,665,237,198.0,643.0,33.0,44.0
134,1380,716,237,1368.0,684.0,25.0,65.0
29,948,1034,237,931.0,1015.0,34.0,38.0
144,481,1031,237,459.0,1022.0,44.0,18.0
148,310,304,237,290.0,281.0,41.0,46.0
118,1174,634,237,1151.0,618.0,47.0,32.0
305,125,1059,237,110.0,1043.0,30.0,32.0
165,204,893,237,192.0,881.0,24.0,25.0
165,204,893,238,192.0,881.0,24.0,25.0
110,214,665,238,199.0,644.0,30.0,43.0
222,758,893,238,738.0,877.0,41.0,32.0
120,221,430,238,202.0,409.0,39.0,43.0
148,310,304,238,290.0,281.0,41.0,46.0
29,947,1033,238,931.0,1014.0,33.0,39.0
305,125,1058,238,110.0,1043.0,30.0,31.0
144,478,1031,238,454.0,1022.0,48.0,18.0
305,125,1058,239,110.0,1043.0,30.0,31.0
29,948,1033,239,931.0,1014.0,34.0,39.0
165,204,892,239,192.0,879.0,24.0,27.0
110,215,665,239,199.0,644.0,32.0,43.0
134,1379,724,239,1368.0,699.0,23.0,50.0
144,480,1031,239,459.0,1022.0,42.0,18.0
120,223,430,239,203.0,409.0,41.0,42.0
148,311,304,239,290.0,281.0,42.0,46.0
222,759,893,239,738.0,877.0,43.0,32.0
148,310,304,240,290.0,281.0,41.0,47.0
144,477,1031,240,456.0,1022.0,42.0,19.0
120,224,430,240,203.0,409.0,42.0,42.0
29,948,1029,240,931.0,1014.0,34.0,30.0
134,1380,724,240,1368.0,699.0,24.0,50.0
165,203,892,240,191.0,879.0,25.0,27.0
110,214,665,240,199.0,644.0,30.0,43.0
222,830,873,240,820.0,855.0,21.0,37.0
305,125,1058,240,110.0,1043.0,30.0,31.0
134,1380,723,241,1368.0,698.0,24.0,51.0
29,947,1028,241,931.0,1013.0,33.0,31.0
222,831,872,241,821.0,854.0,20.0,37.0
148,310,304,241,290.0,281.0,41.0,47.0
144,477,1031,241,455.0,1022.0,44.0,18.0
165,203,892,241,191.0,879.0,25.0,27.0
120,224,430,241,203.0,409.0,42.0,42.0
305,125,1058,241,111.0,1043.0,29.0,31.0
110,215,666,241,199.0,644.0,32.0,44.0
144,476,1031,242,456.0,1022.0,40.0,18.0
165,203,892,242,191.0,879.0,25.0,27.0
134,1380,724,242,1368.0,698.0,24.0,52.0
222,831,872,242,821.0,854.0,20.0,37.0
305,126,1058,242,111.0,1043.0,30.0,30.0
110,215,666,242,199.0,644.0,32.0,44.0
120,224,430,242,203.0,409.0,42.0,42.0
148,310,305,242,290.0,282.0,40.0,46.0
29,948,1028,242,931.0,1013.0,34.0,31.0
134,1380,725,243,1368.0,701.0,24.0,48.0
148,310,305,243,290.0,283.0,41.0,44.0
305,126,1058,243,112.0,1043.0,29.0,31.0
29,948,1028,243,930.0,1013.0,36.0,30.0
110,215,671,243,199.0,654.0,32.0,34.0
222,830,872,243,821.0,854.0,19.0,37.0
165,203,892,243,191.0,879.0,25.0,27.0
120,224,430,243,203.0,409.0,42.0,42.0
144,475,1031,243,454.0,1023.0,43.0,17.0
29,947,1028,244,929.0,1013.0,36.0,30.0
305,126,1059,244,112.0,1044.0,28.0,30.0
110,215,668,244,199.0,647.0,32.0,42.0
165,203,892,244,191.0,879.0,25.0,27.0
144,474,1031,244,454.0,1023.0,41.0,17.0
148,311,304,244,290.0,282.0,42.0,45.0
222,830,872,244,821.0,854.0,18.0,37.0
134,1380,724,244,1368.0,700.0,25.0,49.0
165,203,892,245,191.0,879.0,25.0,27.0
144,474,1031,245,453.0,1022.0,42.0,18.0
29,947,1027,245,929.0,1012.0,36.0,30.0
148,311,304,245,290.0,282.0,43.0,45.0
305,126,1058,245,112.0,1043.0,28.0,31.0
222,830,872,245,821.0,854.0,19.0,37.0
134,1380,725,245,1367.0,701.0,27.0,48.0
110,216,668,245,199.0,647.0,35.0,42.0
29,946,1027,246,928.0,1011.0,37.0,32.0
305,126,1058,246,112.0,1043.0,28.0,31.0
165,204,892,246,192.0,879.0,24.0,27.0
148,311,304,246,290.0,282.0,43.0,45.0
222,830,873,246,821.0,855.0,19.0,36.0
110,215,668,246,199.0,649.0,33.0,39.0
120,218,432,246,198.0,413.0,41.0,38.0
144,473,1031,246,454.0,1022.0,39.0,18.0
134,1380,725,246,1367.0,702.0,27.0,47.0
29,946,1026,247,928.0,1010.0,37.0,32.0
148,312,304,247,290.0,282.0,44.0,44.0
110,216,682,247,199.0,649.0,35.0,67.0
305,126,1058,247,112.0,1043.0,28.0,30.0
200,973,898,247,952.0,886.0,43.0,24.0
144,473,1031,247,453.0,1023.0,41.0,16.0
222,830,873,247,821.0,855.0,19.0,36.0
134,1381,727,247,1367.0,705.0,28.0,44.0
165,203,892,247,191.0,879.0,25.0,27.0
148,311,304,248,290.0,282.0,43.0,44.0
134,1381,727,248,1367.0,706.0,28.0,43.0
305,126,1058,248,112.0,1043.0,28.0,30.0
29,946,1026,248,928.0,1011.0,37.0,31.0
165,203,892,248,191.0,879.0,25.0,27.0
144,473,1031,248,453.0,1023.0,40.0,16.0
110,216,683,248,199.0,650.0,35.0,66.0
222,830,873,248,821.0,855.0,19.0,36.0
29,947,1027,249,930.0,1012.0,35.0,30.0
165,203,892,249,191.0,879.0,25.0,27.0
134,1386,728,249,1367.0,708.0,38.0,41.0
200,983,895,249,967.0,884.0,33.0,23.0
148,311,304,249,290.0,282.0,43.0,44.0
144,472,1031,249,452.0,1023.0,40.0,16.0
305,126,1058,249,113.0,1043.0,26.0,30.0
222,831,873,249,821.0,855.0,20.0,37.0
110,217,683,249,199.0,650.0,36.0,66.0
305,125,1058,250,113.0,1043.0,25.0,30.0
200,979,896,250,956.0,884.0,46.0,25.0
165,199,892,250,183.0,879.0,33.0,27.0
29,947,1027,250,930.0,1012.0,34.0,30.0
222,830,873,250,821.0,855.0,19.0,36.0
110,217,683,250,199.0,650.0,36.0,66.0
148,313,304,250,290.0,282.0,46.0,44.0
134,1384,727,250,1367.0,706.0,35.0,42.0
144,472,1031,250,452.0,1023.0,40.0,16.0
144,472,1031,251,453.0,1023.0,38.0,16.0
148,313,303,251,290.0,281.0,47.0,45.0
134,1384,728,251,1367.0,709.0,34.0,39.0
29,946,1027,251,930.0,1012.0,33.0,30.0
200,980,896,251,957.0,883.0,46.0,26.0
165,199,892,251,183.0,879.0,33.0,27.0
305,125,1058,251,113.0,1043.0,25.0,30.0
110,217,683,251,199.0,650.0,36.0,66.0
222,786,842,251,763.0,823.0,46.0,38.0
134,1383,729,252,1367.0,710.0,33.0,38.0
200,982,896,252,958.0,883.0,48.0,26.0
110,216,672,252,199.0,650.0,35.0,44.0
222,831,873,252,822.0,855.0,19.0,36.0
29,944,1026,252,929.0,1011.0,31.0,31.0
144,472,1031,252,453.0,1023.0,38.0,17.0
148,313,303,252,290.0,281.0,47.0,45.0
165,199,892,252,183.0,879.0,33.0,27.0
305,125,1058,252,113.0,1044.0,24.0,29.0
165,199,892,253,183.0,879.0,33.0,27.0
305,125,1058,253,113.0,1044.0,25.0,29.0
110,215,674,253,200.0,655.0,30.0,39.0
29,944,1026,253,929.0,1011.0,30.0,30.0
134,1385,729,253,1367.0,711.0,36.0,36.0
200,984,895,253,960.0,882.0,48.0,26.0
144,472,1031,253,453.0,1022.0,38.0,18.0
148,313,303,253,289.0,280.0,48.0,46.0
222,831,873,253,822.0,855.0,19.0,36.0
148,310,303,254,290.0,280.0,40.0,46.0
29,945,1026,254,930.0,1011.0,30.0,30.0
134,1384,730,254,1367.0,713.0,34.0,35.0
110,215,672,254,200.0,655.0,30.0,34.0
144,471,1031,254,453.0,1023.0,37.0,17.0
165,199,892,254,183.0,879.0,33.0,27.0
200,986,895,254,963.0,882.0,47.0,27.0
222,832,873,254,822.0,855.0,20.0,36.0
305,125,1058,254,113.0,1044.0,25.0,29.0
305,126,1058,255,113.0,1044.0,26.0,29.0
144,471,1031,255,453.0,1023.0,37.0,17.0
148,313,302,255,290.0,278.0,47.0,48.0
165,199,892,255,183.0,879.0,33.0,27.0
110,215,673,255,200.0,656.0,30.0,34.0
134,1385,732,255,1367.0,715.0,37.0,35.0
200,986,895,255,963.0,882.0,46.0,27.0
222,831,874,255,821.0,856.0,21.0,36.0
29,944,1026,255,931.0,1011.0,27.0,30.0
29,945,1026,256,931.0,1011.0,28.0,31.0
110,214,671,256,199.0,654.0,31.0,35.0
305,126,1058,256,113.0,1044.0,27.0,29.0
165,200,892,256,184.0,879.0,32.0,26.0
205,476,671,256,454.0,644.0,45.0,54.0
134,1386,735,256,1367.0,716.0,39.0,38.0
148,313,304,256,290.0,282.0,47.0,44.0
200,988,895,256,965.0,882.0,46.0,27.0
222,831,874,256,821.0,856.0,21.0,36.0
144,471,1031,256,453.0,1023.0,37.0,16.0
110,216,667,257,199.0,645.0,35.0,44.0
29,944,1026,257,931.0,1011.0,27.0,31.0
148,313,303,257,289.0,280.0,48.0,46.0
144,472,1031,257,454.0,1023.0,36.0,17.0
305,127,1058,257,113.0,1044.0,29.0,29.0
165,199,892,257,183.0,879.0,33.0,26.0
134,1386,737,257,1368.0,717.0,37.0,41.0
200,989,895,257,966.0,882.0,47.0,27.0
222,831,874,257,821.0,856.0,21.0,36.0
110,215,671,258,199.0,655.0,32.0,33.0
144,472,1031,258,454.0,1023.0,36.0,17.0
29,944,1029,258,931.0,1015.0,26.0,28.0
165,200,893,258,184.0,881.0,32.0,24.0
200,991,894,258,968.0,881.0,47.0,27.0
305,128,1058,258,113.0,1043.0,31.0,30.0
222,688,915,258,676.0,891.0,24.0,48.0
148,313,300,258,289.0,274.0,48.0,52.0
134,1384,735,258,1368.0,717.0,32.0,37.0
305,129,1058,259,113.0,1043.0,32.0,31.0
110,214,670,259,199.0,654.0,31.0,33.0
200,992,895,259,968.0,881.0,48.0,28.0
144,472,1031,259,454.0,1023.0,36.0,17.0
205,477,670,259,454.0,644.0,47.0,52.0
148,310,300,259,289.0,275.0,42.0,51.0
165,200,893,259,184.0,882.0,32.0,23.0
209,410,752,259,395.0,740.0,31.0,25.0
134,1385,739,259,1368.0,717.0,34.0,45.0
222,760,879,259,738.0,850.0,45.0,59.0
211,1145,632,260,1121.0,616.0,48.0,32.0
305,129,1058,260,113.0,1043.0,33.0,31.0
200,995,895,260,970.0,881.0,50.0,28.0
148,309,299,260,288.0,275.0,43.0,48.0
134,1384,735,260,1368.0,718.0,33.0,35.0
110,213,670,260,199.0,653.0,28.0,34.0
165,199,893,260,183.0,882.0,33.0,23.0
144,472,1031,260,454.0,1023.0,36.0,16.0
222,787,841,260,764.0,822.0,46.0,38.0
305,130,1058,261,113.0,1043.0,34.0,30.0
222,771,875,261,751.0,850.0,41.0,50.0
165,199,894,261,183.0,883.0,33.0,22.0
144,472,1031,261,454.0,1023.0,36.0,16.0
110,216,668,261,199.0,652.0,34.0,33.0
200,996,894,261,973.0,881.0,47.0,27.0
211,1144,632,261,1120.0,616.0,48.0,32.0
134,1385,744,261,1368.0,718.0,34.0,53.0
148,309,300,261,288.0,276.0,43.0,48.0
148,309,299,262,288.0,276.0,43.0,47.0
200,997,893,262,975.0,880.0,45.0,27.0
110,216,668,262,199.0,652.0,34.0,33.0
222,786,841,262,764.0,822.0,45.0,38.0
144,472,1031,262,454.0,1023.0,36.0,16.0
205,476,668,262,455.0,641.0,43.0,54.0
165,199,894,262,183.0,883.0,33.0,22.0
209,409,754,262,392.0,741.0,34.0,27.0
305,130,1058,262,114.0,1043.0,33.0,30.0
144,471,1031,263,453.0,1023.0,37.0,16.0
222,786,841,263,764.0,821.0,45.0,40.0
205,477,668,263,455.0,642.0,44.0,53.0
209,409,754,263,392.0,741.0,34.0,26.0
305,130,1058,263,114.0,1043.0,33.0,31.0
110,217,668,263,199.0,652.0,36.0,33.0
200,1000,892,263,977.0,879.0,46.0,26.0
148,309,299,263,288.0,276.0,42.0,46.0
110,216,667,264,199.0,652.0,34.0,31.0
148,309,299,264,288.0,276.0,42.0,46.0
205,477,670,264,455.0,645.0,44.0,50.0
305,129,1058,264,114.0,1043.0,31.0,31.0
144,471,1031,264,453.0,1023.0,37.0,16.0
222,764,892,264,738.0,875.0,52.0,34.0
209,409,753,264,392.0,739.0,34.0,28.0
214,271,868,264,246.0,844.0,50.0,49.0
200,1002,892,264,979.0,879.0,47.0,26.0
200,1004,892,265,980.0,880.0,48.0,24.0
222,761,891,265,738.0,874.0,46.0,35.0
148,310,299,265,288.0,276.0,45.0,46.0
305,129,1059,265,114.0,1044.0,31.0,30.0
209,407,750,265,394.0,739.0,26.0,22.0
211,1138,629,265,1115.0,612.0,47.0,34.0
205,475,670,265,455.0,645.0,41.0,50.0
144,471,1031,265,453.0,1023.0,37.0,16.0
110,217,668,265,199.0,651.0,36.0,34.0
305,129,1059,266,114.0,1044.0,30.0,30.0
222,832,875,266,822.0,857.0,20.0,36.0
110,215,662,266,198.0,640.0,35.0,44.0
211,1136,627,266,1113.0,610.0,47.0,34.0
144,471,1031,266,453.0,1023.0,37.0,16.0
200,1004,892,266,981.0,880.0,47.0,24.0
148,309,298,266,288.0,276.0,42.0,44.0
110,217,664,267,199.0,645.0,37.0,39.0
148,309,298,267,288.0,277.0,43.0,43.0
144,471,1031,267,453.0,1023.0,37.0,16.0
305,129,1058,267,114.0,1043.0,31.0,31.0
222,832,875,267,822.0,857.0,20.0,36.0
200,1005,892,267,982.0,880.0,47.0,24.0
222,832,875,268,822.0,857.0,20.0,36.0
219,188,444,268,169.0,427.0,38.0,35.0
205,479,667,268,455.0,640.0,48.0,55.0
200,1007,893,268,985.0,882.0,45.0,22.0
110,217,664,268,198.0,645.0,38.0,39.0
305,129,1058,268,114.0,1043.0,31.0,31.0
148,309,299,268,288.0,278.0,43.0,42.0
144,470,1031,268,452.0,1023.0,37.0,16.0
214,265,868,269,247.0,844.0,36.0,48.0
110,217,666,269,198.0,650.0,39.0,33.0
200,1008,892,269,985.0,881.0,46.0,23.0
305,130,1058,269,114.0,1043.0,32.0,31.0
205,475,670,269,455.0,646.0,41.0,48.0
148,309,298,269,288.0,277.0,43.0,43.0
211,1130,626,269,1107.0,610.0,47.0,33.0
144,471,1031,269,453.0,1023.0,36.0,16.0
222,831,875,269,821.0,857.0,21.0,36.0
110,218,664,270,199.0,645.0,38.0,39.0
305,130,1058,270,113.0,1043.0,34.0,31.0
211,1128,626,270,1105.0,610.0,47.0,32.0
144,471,1031,270,453.0,1023.0,36.0,16.0
222,685,906,270,667.0,874.0,37.0,65.0
200,1009,893,270,985.0,882.0,48.0,22.0
148,309,298,270,289.0,277.0,41.0,43.0
214,272,867,270,247.0,843.0,50.0,49.0
211,1127,625,271,1103.0,609.0,48.0,32.0
305,130,1058,271,113.0,1043.0,34.0,31.0
205,475,670,271,455.0,646.0,41.0,48.0
200,1010,892,271,987.0,881.0,46.0,22.0
222,760,889,271,738.0,874.0,44.0,30.0
148,309,298,271,289.0,277.0,41.0,43.0
209,406,747,271,394.0,736.0,25.0,23.0
110,219,667,271,199.0,650.0,40.0,34.0
214,269,867,271,247.0,843.0,44.0,49.0
144,470,1031,271,452.0,1023.0,37.0,16.0
148,309,298,272,289.0,277.0,40.0,43.0
305,130,1058,272,113.0,1043.0,34.0,31.0
205,476,670,272,455.0,647.0,42.0,46.0
214,272,867,272,247.0,842.0,51.0,50.0
200,1010,892,272,987.0,881.0,47.0,22.0
222,831,874,272,820.0,857.0,22.0,35.0
110,219,666,272,199.0,649.0,40.0,35.0
209,407,748,272,394.0,737.0,26.0,22.0
144,470,1030,272,452.0,1022.0,37.0,17.0
211,1125,623,272,1101.0,606.0,48.0,34.0
110,219,667,273,198.0,649.0,42.0,36.0
214,269,867,273,247.0,843.0,44.0,49.0
222,685,907,273,667.0,875.0,37.0,64.0
205,475,671,273,455.0,649.0,40.0,44.0
144,470,1031,273,452.0,1023.0,37.0,16.0
211,1124,623,273,1101.0,606.0,46.0,34.0
305,130,1058,273,113.0,1043.0,35.0,31.0
148,308,298,273,289.0,277.0,38.0,42.0
200,1011,892,273,988.0,881.0,47.0,23.0
144,470,1031,274,452.0,1023.0,37.0,16.0
305,130,1058,274,113.0,1043.0,35.0,31.0
211,1122,622,274,1099.0,604.0,47.0,36.0
110,219,667,274,198.0,649.0,43.0,37.0
205,475,671,274,455.0,649.0,40.0,44.0
200,1011,892,274,988.0,881.0,47.0,23.0
222,760,889,274,738.0,874.0,44.0,31.0
214,269,866,274,247.0,843.0,44.0,46.0
148,308,298,274,289.0,277.0,38.0,42.0
200,1012,892,275,989.0,881.0,47.0,22.0
144,469,1031,275,451.0,1023.0,37.0,16.0
222,683,907,275,664.0,875.0,39.0,64.0
214,270,864,275,247.0,842.0,47.0,45.0
110,219,667,275,198.0,648.0,42.0,39.0
148,308,298,275,290.0,278.0,37.0,40.0
305,131,1058,275,113.0,1043.0,36.0,31.0
226,643,747,275,631.0,716.0,24.0,63.0
205,479,670,275,455.0,647.0,48.0,46.0
110,220,668,276,199.0,649.0,43.0,38.0
205,479,670,276,455.0,647.0,48.0,46.0
222,760,889,276,738.0,874.0,44.0,31.0
305,131,1059,276,113.0,1044.0,36.0,30.0
144,470,1031,276,452.0,1023.0,36.0,17.0
200,1012,892,276,989.0,881.0,47.0,22.0
209,405,748,276,393.0,736.0,25.0,24.0
148,308,297,276,290.0,277.0,37.0,41.0
222,681,906,277,662.0,875.0,38.0,63.0
148,308,298,277,290.0,278.0,37.0,40.0
110,220,667,277,199.0,648.0,42.0,39.0
200,1013,892,277,990.0,882.0,46.0,21.0
305,132,1059,277,114.0,1044.0,37.0,30.0
214,270,870,277,247.0,849.0,47.0,42.0
209,406,746,277,394.0,735.0,24.0,22.0
205,479,670,277,455.0,647.0,48.0,46.0
144,469,1031,277,451.0,1023.0,37.0,17.0
211,1119,616,278,1096.0,597.0,46.0,39.0
226,643,746,278,631.0,715.0,24.0,63.0
205,479,670,278,455.0,647.0,49.0,46.0
305,133,1058,278,114.0,1043.0,38.0,31.0
222,830,875,278,820.0,858.0,21.0,34.0
144,469,1031,278,451.0,1023.0,36.0,17.0
200,1015,891,278,993.0,881.0,44.0,20.0
148,308,298,278,289.0,278.0,39.0,40.0
110,216,667,278,199.0,649.0,34.0,37.0
209,404,747,278,391.0,735.0,27.0,25.0
205,479,670,279,455.0,648.0,48.0,44.0
144,468,1030,279,450.0,1022.0,37.0,17.0
110,216,667,279,199.0,649.0,35.0,37.0
209,405,746,279,393.0,734.0,25.0,25.0
226,642,746,279,630.0,715.0,25.0,63.0
222,681,906,279,662.0,875.0,38.0,63.0
219,223,437,279,203.0,420.0,40.0,34.0
148,309,298,279,290.0,278.0,39.0,40.0
200,1016,891,279,994.0,881.0,44.0,20.0
305,133,1058,279,114.0,1043.0,39.0,31.0
226,642,746,280,630.0,714.0,25.0,64.0
110,221,664,280,199.0,643.0,44.0,42.0
148,309,298,280,289.0,278.0,40.0,40.0
144,468,1030,280,450.0,1022.0,37.0,17.0
209,404,748,280,391.0,737.0,27.0,22.0
305,135,1058,280,115.0,1043.0,40.0,31.0
205,479,670,280,455.0,648.0,49.0,44.0
211,1116,612,280,1094.0,590.0,44.0,44.0
222,760,889,280,738.0,873.0,44.0,33.0
200,1016,891,280,994.0,882.0,45.0,19.0
305,135,1058,281,115.0,1043.0,40.0,30.0
144,468,1030,281,450.0,1022.0,37.0,17.0
148,309,298,281,289.0,277.0,41.0,42.0
222,683,906,281,662.0,875.0,42.0,63.0
110,220,664,281,199.0,644.0,43.0,41.0
205,479,670,281,455.0,649.0,49.0,43.0
226,643,745,281,631.0,713.0,24.0,65.0
214,270,864,281,248.0,843.0,44.0,42.0
200,1016,891,281,994.0,882.0,45.0,19.0
205,479,670,282,455.0,649.0,49.0,43.0
226,642,745,282,631.0,713.0,23.0,64.0
222,830,875,282,820.0,858.0,21.0,34.0
211,1113,611,282,1091.0,590.0,45.0,42.0
214,271,864,282,248.0,843.0,46.0,42.0
148,309,297,282,289.0,277.0,41.0,41.0
200,1017,891,282,994.0,882.0,46.0,19.0
110,221,666,282,199.0,648.0,45.0,37.0
305,135,1058,282,115.0,1043.0,41.0,30.0
144,468,1030,282,450.0,1022.0,36.0,17.0
148,310,297,283,290.0,277.0,41.0,41.0
200,1017,893,283,994.0,881.0,46.0,24.0
144,468,1030,283,450.0,1022.0,37.0,17.0
110,216,666,283,199.0,648.0,34.0,37.0
214,270,863,283,248.0,842.0,45.0,43.0
305,136,1058,283,115.0,1043.0,42.0,30.0
209,404,747,283,391.0,737.0,27.0,21.0
205,480,670,283,455.0,649.0,51.0,43.0
222,830,875,283,820.0,858.0,21.0,34.0
214,271,864,284,248.0,843.0,46.0,42.0
200,1017,893,284,995.0,881.0,45.0,24.0
209,406,748,284,390.0,737.0,33.0,22.0
205,478,670,284,455.0,648.0,46.0,44.0
222,831,875,284,821.0,858.0,20.0,34.0
148,310,297,284,290.0,276.0,41.0,42.0
110,217,667,284,199.0,649.0,36.0,36.0
211,1111,609,284,1089.0,589.0,44.0,41.0
305,137,1058,284,116.0,1044.0,42.0,29.0
144,468,1030,284,450.0,1022.0,37.0,17.0
148,310,296,285,290.0,275.0,41.0,43.0
144,468,1030,285,450.0,1022.0,37.0,17.0
205,478,670,285,455.0,648.0,46.0,44.0
214,273,864,285,248.0,843.0,50.0,42.0
222,682,906,285,660.0,875.0,44.0,63.0
110,221,663,285,199.0,641.0,44.0,44.0
200,1018,893,285,995.0,881.0,46.0,24.0
211,1110,609,285,1089.0,587.0,43.0,44.0
305,137,1058,285,115.0,1044.0,45.0,29.0
209,407,748,285,390.0,737.0,34.0,22.0
200,1020,891,286,998.0,881.0,45.0,20.0
205,476,669,286,456.0,648.0,41.0,43.0
222,754,885,286,738.0,865.0,32.0,40.0
211,1109,608,286,1088.0,586.0,43.0,44.0
209,406,747,286,390.0,737.0,33.0,21.0
305,128,1058,286,115.0,1044.0,27.0,29.0
148,310,296,286,290.0,276.0,41.0,41.0
